node_id,mondo_definition,t-SNE 1,t-SNE 2
18125,"Focal epilepsy-intellectual disability-cerebro-cerebellar malformation is a rare, genetic neurological disorder characterized by early infantile-onset of seizures, borderline to moderate intellectual disability, cerebellar features including dysarthria and ataxia and cerebellar atrophy and cortical thickening observed on MRI imaging. Seizures are typically focal (with prominent eye blinking, facial and limb jerking), precipitated by fever and often commence with an oral sensory aura (anesthetized tongue sensation). When not properly controlled by anti-epileptic medication, weekly frequency and persistance into adult life is observed.",-5.391371,1.0095392
18127,"16q24.1 microdeletion syndrome is a partial autosomal monosomy characterized clinically by lethal pulmonary disease that presents as severe respiratory distress and refractory pulmonary hypertension within a few hours after birth and typically results in death from respiratory failure within the first months of life. Characteristic histological features of lung tissue include paucity of alveolar wall capillaries, alveolar wall thickening, muscular hypertrophy of the pulmonary arteries, and malposition of the small pulmonary veins. Various additional congenital malformations may be associated, mostly gastrointestinal (intestinal malrotation and atresias, anular pancreas), genitourinary (dilatation of urinary tracts, duplicated uterus) and cardiovascular anomalies (hypoplastic left heart and other congenital heart defects).",-2.0453782,3.507021
18128,"Phalangeal microgeodic syndrome is a rare primary osteolysis characterized by multiple small osteolytic areas and sclerosis in the phalanges of one or both hands associated with swelling and redness of the phalanges. Condition is benign, self-limited and may be associated with cold exposure.",-3.1417208,4.3961563
18129,"Autosomal recessive cerebellar ataxia with late-onset spasticity is a rare, genetic neurodegenerative disease characterized by childhood or adolescent-onset of cerebellar ataxia with dysarthria which slowly progresses and associates pyramidal signs, including lower limb spasticity, brisk reflexes, and Babinski and Hoffman signs. Patients typically present cerebellar ataxia with development of increasing asymmetric spasticity in upper and lower limbs, and variable axonal sensory or sensorimotor neuropathy. Additional heterogeneous features, including pes cavus, scoliolis, and abnormalities of the brain (e.g. cerebral atrophy), may also be associated.",6.815084,5.95346
1813,,-0.67308235,-8.994488
18130,"Brain dopamine-serotonin vesicular transport disease is a newly discovered infantile-onset neurometabolic disease characterized by dystonia, parkinsonism, nonambulation, autonomic dysfunction, developmental delay and mood disturbances.",4.5934496,-6.228431
18131,,6.853639,-8.252319
18132,"Congenital muscular alpha-dystroglycanopathy with brain and eye anomalies (MDDGA) is a cobblestone lissencephaly characterized by and considered to be pathognomonic of a continuum of recessive autosomal disorders with brain, ocular and muscular involvement. MDDGA includes Walker-Warburg syndrome, muscle-eye-brain disease, Fukuyama muscular and cerebral dystrophy and muscle eye brain disease with bilateral multicystic leukodystrophy.",-4.6788545,8.257003
18133,"Attenuated Chédiak-Higashi syndrome (CHS) is a very rare and atypical form of CHS, a genetic disorder characterized by partial oculocutaneous albinism (OCA), severe immunodeficiency, mild bleeding, neurological dysfunction and lymphoproliferative disorder.",6.0448794,5.882528
18134,,-4.412319,5.8217006
18136,"Type 1 minimal pigment oculocutaneous albinism (OCA1-MP) is an extremely rare form of OCA1 with minimal pigment present, characterized by blond hair, variable iris transillumination, visual acuity ranging from 20/80-20/200 and white skin, with or without skin nevi.",3.4315095,8.236658
18137,"Type 1 temperature sensitive oculocutaneous albinism (OCA1-TS) is an extremely rare form of OCA1 characterized by the production of temperature sensitive tyrosinase proteins leading to dark hair on the legs, arms and chest (cooler body areas) and white hair on the scalp, axilla and pubic area (warmer body areas).",3.4195712,8.240034
18139,,-0.7449966,-2.0768316
18141,"Infantile pyruvate carboxylase (PC) deficiency (Type A) is a rare, severe form of PC deficiency characterized by infantile-onset, mild to moderate lactic acidemia, and a generally severe course.",-4.508544,8.635892
18142,"Severe neonatal pyruvate carboxylase (PC) deficiency (Type B) is a rare, extremely severe form of PC deficiency characterized by severe, early-onset metabolic acidosis, and a generally fatal outcome in early infancy.",-4.508544,8.635892
18143,"Benign pyruvate carboxylase (PC) deficiency (Type C) is a rare, very mild form of PC deficiency characterized by episodic metabolic acidosis and normal or mildly delayed neurological development.",-4.508544,8.635892
18144,,5.1534767,-5.1495047
18145,,-3.4850469,-0.88175625
18146_18147,"Idiopathic macular telangiectasia type 1 is a rare, acquired, eye disease characterized by unilateral (rarely bilateral) abnormally dilated and tortuous capillaries around the fovea, associated with multiple arteriolar and venular aneurysms, lipid depositions, and intra-retinal cystoid degeneration. It leads to vision loss due to macular edema with hard exudates.",-2.7281384,0.560885
18148,"Vasoproliferative tumor of the retina is a rare, benign, retinal vascular disease characterized by solitary or multiple, unilateral or bilateral, intra-retinal tumor(s), usually located in the peripheral infero-temporal quadrant, and often associated with sub- and intraretinal exudates, epiretinal membranes, exudative retinal detachment and cystoid macular edema, as well as, occasionally, retinal and vitreous hemorrhage. Patients may present with visual loss, floaters, and/or photopsia. Association with various conditions, such as retinitis pigmentosa, congenital retinal toxoplasmosis, retinopathy of prematurity, or coloboma, has been reported.",-2.7278862,0.56095105
1815,,-8.764988,3.736109
18151,"A genetically heterogeneous condition, typically inherited in an autosomal recessive fashion, characterized by coenzyme Q10 deficiency.",2.8939176,8.226233
18152,Serpiginous choroiditis is a rare inflammatory eye condition that typicallydevelops betweenage 30 and 70 years. Affected individuals have lesions in the eye thatlast from weeks to months and involve scarringof the eye tissue.Recurrence of these lesionsis common in serpiginous choroiditis. Vision loss may occurin one or both eyeswhen the macula is involved. Treatment options involve anti-inflammatory and immune-suppressing medications.,-0.67308235,-8.994488
18153,"Erdheim-Chester disease (ECD), a non-Langerhans form of histiocytosis, is a multisystemic disease characterized by various manifestations such as skeletal involvement with bone pain, exophthalmos, diabetes insipidus, renal impairment and central nervous system (CNS) and/or cardiovascular involvement.",1.4247488,-5.3421087
18154_17556_17557,"Madelung disease, or deformity (MD) is a predominantly bilateral wrist anomaly characterized by shortened and bowed radii and long ulnae leading to dorsal dislocation of the distal ulna and limited mobility of the wrist and elbow.",-6.8605366,5.617545
18155,"Primary lateral sclerosis (PLS) is an idiopathic non-familial motor neuron disease characterized by slowly progressive upper motor neuron dysfunction leading to spasticity, mild weakness in voluntary muscle movement, hyperreflexia, and loss of motor speech production.",6.3823676,5.228326
18156,,-0.67308235,-8.994488
18157,,-4.031532,8.120891
18159,,-0.67308235,-8.994488
1816,,-1.2874771,-3.5025973
18160,"An inherited malignant tumor that originates in the nuclear layer of the retina. A predisposition to retinoblastoma has been associated with 13q14 cytogenetic abnormalities. Patients with the inherited form appear to be at increased risk for secondary nonocular malignancies such as osteosarcoma, malignant fibrous histiocytoma, and fibrosarcoma.",0.07647426,8.883263
18161,,-7.102157,3.520704
18162,"Serine-deficiency syndrome is a very rare infantile-onset potentially treatable neurometabolic disorder characterized clinically by microcephaly, neurodevelopmental disorders and seizures. Three serine-deficiency syndromes have been described: 3-phosphoglycerate dehydrogenase (3-PGDH) deficiency, 3-phosphoserine phosphatase (3-PSP) deficiency, and phosphoserine aminotransferase deficiency.",-5.183041,6.5864024
