node_id,description,t-SNE 1,t-SNE 2
DB05631,"An organoselenium drug previously studied by Oxis International in Phase-II clinical trials for ulcerative colitis patients. Some indications of efficacy were demonstrated. BXT-51072 has enthusiastic endorsement for treatment in cardiovascular indications, primarily because of its ability to mimic the function of glutathione peroxidase.",10.304297,2.253244
DB05642,DDP225 is both a noradrenaline reuptake inhibitor and a serotonin type 3 receptor (5-HT3) antagonist. Noradrenaline and serotonin are neurotransmitters that are known to be involved in the control of the gastrointestinal system. The unique combination of noradrenaline reuptake inhibition and 5-HT3 antagonism in one orally delivered compound represents a novel approach to treating IBS-d and other functional GI diseases. Dynogen licensed preclinical and clinical data related to DDP225 from Mitsubishi Pharma in October 2003.,-4.4529424,-1.7922934
DB05656,"Veltuzumab is a monoclonal antibody which, as of October 2009, is undergoing Phase I/II clinical trials for the treatment of non-Hodgkin's lymphoma.",5.121516,8.319907
DB05659,"Faropenem medoxomil is an ester prodrug derivative of the beta-lactam antibiotic. The prodrug form of faropenem offers dramatically improved oral bioavailability and leads to higher systemic concentrations of the drug. Faropenem medoxomil is a broad-spectrum antibiotic that is highly resistant to beta-lactamase degradation. It is being developed jointly by Replidyne, Inc. and Forest Laboratories, Inc.",-4.3031774,-5.307065
DB05662,"NP-50301 is an ophthalmic therapeutic eye drop treating post-menopausal Dry Eye Syndrome (DES). It is being developed by Nascent Pharmaceuticals. It is estimated that about 30% of postmenopausal women suffer symptoms of DES, which accounts for over 12 million women in the U.S. The majority of sufferers of DES are postmenopausal women; and clinical research around the world has suggested the benefits of both topical and systemic estrogen therapy in the treatment of DES in this population.",-8.143936,-1.9559113
DB05667,Levoketoconazole is a cortisol synthesis inhibitor that is being developed as a therapy for glucose and cholesterol control in patients with type 2 diabetes mellitus.,-7.1158705,0.054577183
DB05668,"Palifosfamide (ZIO-201) is a proprietary stabilized metabolite of ifosfamide. Ifosfamide has been shown to be effective in high doses in treating testicular cancer, sarcoma and lymphoma.",9.342738,6.2734947
DB05675,"EP-2104R is an imaging pharmaceutical under development for the detection of blood clots. It is the first targeted high-resolution technique designed to visualize blood clots directly. It is being developed by EPIX Pharmaceuticals, Inc.",-1.0961783,2.778782
DB05676,"Apremilast, also known as Otezla, is a phosphodiesterase 4 (PDE4) inhibitor used to treat various types of symptoms resulting from certain inflammatory autoimmune diseases. It belongs to the same drug class as and. Initially approved in 2014, it is marketed by Celgene. In July 2019, apremilast was granted a new FDA approval for the treatment of oral ulcers associated with Behcet's disease, an autoimmune condition that causes recurrent skin, blood vessel, and central nervous system inflammation.",1.5151561,-2.863324
DB05678,SLx-4090 is a microsomal triglyceride transfer protein (MTTP) inhibitor potentially for the treatment of type 2 diabetes. ,-7.226974,-6.0829277
DB05679,"Ustekinumab is a human immunoglobulin (Ig) G1 kappa monoclonal antibody directed against interleukin(IL)-12 and IL-23, which are cytokines that are involved in immune and inflammatory responses. It was generated via recombinant human IL-12 immunization of human Ig (hu-Ig) transgenic mice. It is a targeted biologic disease-modifying anti-rheumatic drug (bDMARDs) that is used in the management of various inflammatory conditions that involve the activation of IL-12 and IL-23 signalling pathways.",2.2512455,7.1868815
DB05685,FX06 is a naturally occurring peptide derived from the neo-N-terminus of fibrin (Bbeta(15-42)). It prevents leukocyte migration through the gap junctions of endothelial cells. FX06 has proven safe in acute and subchronic toxicological studies and recently entered clinical development. It is being developed by Fibrex Medical Inc.,-1.0656241,7.3083053
DB05687,BL-1020 is a first in class novel compound for the treatment of schizophrenia. It is being developed by BioLineRx (BioLine).,3.0945332,-8.07452
DB05688,"CRx-119 is a novel synergistic combination drug candidate discovered using the CombinatoRx combination High Throughput Screening (cHTS(TM)) technology with potential therapeutic use in a broad range of immuno-inflammatory conditions. CRx-119 is a combination of a low dose of the steroid prednisolone, 3mg, and amoxapine.",-4.9214334,-1.9554496
DB05695,,-4.5365005,-1.9626741
DB05706,GPX-100 is an anthracycline anticancer drug that belongs to the family of drugs called antitumor antibiotics.,-7.4775257,7.4025397
DB05708,"GTS-21 (also known as DMBX-A), is a novel, small-molecule, orally active and selective alpha-7 nicotinic acetylcholine (nACh) receptor agonist that has demonstrated memory and cognition enhancement activity in human clinical trials. Athenagen licensed the exclusive rights to the compound and a related library of analogs as part of the acquisition of Osprey Pharmaceutical Company in April 2006. GTS-21 has been studied in multiple Phase I studies in healthy volunteers and one Phase I/II study in schizophrenic patients. In all studies, the compound was well tolerated. In a Phase I multi-dose, double-blind, placebo controlled study in healthy adults, GTS-21 also demonstrated cognitive enhancement across all doses, with a statistically significant improvement in attention related and memory related tasks (Kitagawa, et al. Neuropsychopharmacology (2003), 28, 542-551).",-1.4475193,-2.122106
DB05710,"Gantacurium chloride is a new, investigational, non-depolarizing ultra-short acting neuromuscular blocker. It is being developed by Avera Pharmaceuticals.",4.9951334,-8.785399
DB05712,AZD-9684 is the first member of a new anti-thrombotic class (CPU inhibitors). It is being developed by AstraZeneca.,-1.7261698,0.39332643
DB05713,LY517717 is an investigational oral direct inhibitor of activated Factor Xa. It is believed to be Lilly's PMD-3112 (licensed from Amgen).,-1.5873431,2.1340873
DB05714,,0.6063893,3.5998452
DB05718,"MAXY-G34 is a pegylated variant of human granulocyte-colony stimulating factor (G-CSF). This variant contains multiple non-naturally occurring lysines that have been introduced into alpha helixes of wild type human G-CSF as PEGylation sites, and from which multiple undesired, naturally occurring lysines have been removed as compared to wild type human G-CSF to avoid PEGylation of such sites. Specifically, the amino acid sequence of MAXY-G34 differs from that of human wild type G-CSF at residues 16, 34, 40, 105 and 159. This was accomplished by removing the three lysine residues at positions 16, 34 and 40, and replacing them with arginine, and substituting two new lysine residues at positions 105 and 159. MAXY-G34 is pegylated with 5 kd mPEG SPA (succinimidyl propionate) groups at 3 amino acid residues, including PEG groups attached at the amino terminal end of the protein and at two internal lysine residues, while Neulasta has a single 20 Kd PEG group attached at the N terminal end of the wild type G-CSF protein. It is being developed by Maxygen, Inc. for the treatment of chemotherapy-induced neutropenia.",6.757386,5.0863624
DB05736,"MIV-701 is a selective, potent inhibitor of the protease Cathepsin K. It is developed for the treatment of osteoporosis.",0.6951317,4.962792
DB05737,Varespladib methyl has been investigated for the treatment of Acute Coronary Syndrome. Studies showed that Varespladib methyl treatment resulted in significant positive changes on lipoproteins and inflammation.,-3.917396,0.87300426
DB05739,"CYT006-AngQb is a therapeutic vaccine in development for treatment of hypertension. It is designed to instruct the patient’s immune system to produce an antibody response against angiotensin II, a small peptide that causes blood vessels to narrow and results in increased blood pressure. It is a unique treatment modality that aims to address the issue of patient compliance by offering convenient dosing schedules due to the long-lasting effect induced by vaccination.",-3.1924891,-1.3827877
DB05740,"RPI-78M is being developed for the treatment of multiple sclerosis (MS). Other neurological disorders that may be served by RPI-78M include myasthenia gravis (MG), muscular dystrophy (MD) and amyotrophic lateral sclerosis (ALS).",-4.19615,-2.9077504
DB05744,CRx-139 is an oral synergistic combination drug candidates with novel mechanisms of action targeting multiple biological pathways simultaneously. It is a dissociated steroid designed to enhance the immuno-modulatory activity of a low-dose glucocorticoid steroid without a comparable increase in steroid-related side effects. The synergistic combination containing low doses of the glucocorticoid steroid prednisolone and the antidepressant paroxetine. This novel synergistic combination is developed for the treatment of immuno-inflammatory diseases.,0.11573726,6.355029
